Group,PAST_DUE_DAYS_ORD_STATUS,PAST_DUE_ORD_STATUS_DAYCOUNT,BRANCH NAME,BILL_NAME,Shipto,Business Unit,Mfr,Customer Part #,MFR Part #,CAT,Order Number, Value , Value-Alloc ,Ordered,Required,Commited,Resale,Qty,Alloc,Balance,Mtl Avl,Bos Avl,UK Avl,Asia Avl,PBO,CBO,POQ,MPQ,SOQ,ViaCode,Tariff Class,OS Name
Passive,> 14 Days,47,SINGAPORE,VTECH COMMUNICATIONS TRADING     ,VS022300,Passive,SRG,22-100101-031-R012,VEZ101M1VTR-0607S,1,5310039852,315,315,11/12/2022 0:00,5/2/2023 0:00,1/1/2049 0:00,0.045,7000,7000,0.0,0,0,0,0,9000,21000,1000,1000,1000,AMSGFCA,KK588,"NG, BRYAN (A-01)            "
Passive,> 14 Days,62,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,PA3,144100038,ERT-J0EG103FM,1,4100011913......, 815.00 , 815.00 ,4/16/2023 0:00,4/17/2023 0:00,4/16/2024 0:00,0.0815,10000,10000,0.0,0,0,0,0,10000,80000,10000,10000,10000,ASSAFCA,KK114,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,41,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,PA3,144100038,ERT-J0EG103FM,1,3100002705, -   , 815.00 ,8/8/2022 0:00,3/15/2023 0:00,8/12/2023 0:00,0.0815,0,10000,0.0,0,0,0,0,10000,80000,10000,10000,10000,ASSAFCA,KK114,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,41,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,PA3,144100038,ERT-J0EG103FM,1,3100002705, -   , 815.00 ,8/8/2022 0:00,3/15/2023 0:00,8/12/2023 0:00,0.0815,0,10000,0.0,0,0,0,0,10000,80000,10000,10000,10000,ASSAFCA,KK114,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,41,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,PA3,144100038,ERT-J0EG103FM,1,3100002705, -   , 815.00 ,8/8/2022 0:00,3/15/2023 0:00,8/12/2023 0:00,0.0815,0,10000,0.0,0,0,0,0,10000,80000,10000,10000,10000,ASSAFCA,KK114,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,40,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,PA3,144100038,ERT-J0EG103FM,1,3100002705, 815.00 , 815.00 ,8/8/2022 0:00,5/1/2023 0:00,8/12/2023 0:00,0.0815,10000,10000,0.0,0,0,0,0,10000,80000,10000,10000,10000,ASSAFCA,KK114,"VU, STEVEN (A-2R)           "
Passive,<= 14 Days,13,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,PA3,144100038,ERT-J0EG103FM,1,3100002705, 815.00 , 815.00 ,8/8/2022 0:00,6/1/2023 0:00,8/12/2023 0:00,0.0815,10000,10000,0.0,0,0,0,0,10000,80000,10000,10000,10000,ASSAFCA,KK114,"VU, STEVEN (A-2R)           "
Interconnect,<= 14 Days,7,SINGAPORE,ZVSION PTE LTD                   ,ZS941500,Interconnect,TYC,5103308-5,5103308-5,2,POO-100627-05-23,0,703.5,5/8/2023 0:00,6/10/2023 0:00,5/10/2024 0:00,0.67,0,1050,0.0,0,0,0,150,6300,7350,525,525,525,AMSGFCA,KK152,"NG, SHERLING (A-01)         "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,RHM,0622-233,MCR006YLPF2101,1,167U57881,67.2,67.2,1/16/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.00224,30000,30000,0.0,0,0,0,165000,210000,390000,15000,15000,15000,DEWWDAP,KK143,"MEDINA, MYLEEN (A-80)       "
Discrete,<= 14 Days,3,SINGAPORE,SHANGHAI GES INFORMATION         ,SS971400,Discrete,LF,D5-S-D000015-R,SMBJ48A,1,4590595797,150,150,10/25/2021 0:00,6/15/2023 0:00,1/1/2049 0:00,0.05,3000,3000,0.0,0,0,0,0,0,12000,3000,3000,3000,DEWWCPT4,LL017,"TEO, HAZEL (A-01)           "
Discrete,<= 14 Days,3,SINGAPORE,SHANGHAI GES INFORMATION         ,SS971400,Discrete,LF,D5-S-D000015-R,SMBJ48A,1,4590595798,150,150,10/25/2021 0:00,6/15/2023 0:00,1/1/2047 0:00,0.05,3000,3000,0.0,0,0,0,0,0,12000,3000,3000,3000,DEWWCPT4,LL017,"TEO, HAZEL (A-01)           "
FLS,> 14 Days,178,SINGAPORE,SIMLITE PRIVATE LIMITED          ,SS131700,FLS,OSM,4062172288484,4062172288484,3,PO/SL/1072/22,201.864957,201.864957,10/11/2022 0:00,12/22/2022 0:00,12/22/2023 0:00,6.76,40,40,0.0,0,0,0,0,80,280,80,1,1,ASSGFCA,LL044,FAI ASEAN HOUSE (FAIASEAN)  
FLS,> 14 Days,115,SINGAPORE,SIMLITE PRIVATE LIMITED          ,SS131700,FLS,OSM,4062172288484,4062172288484,3,PO/SL/1072/22,201.864957,201.864957,10/11/2022 0:00,2/23/2023 0:00,2/23/2024 0:00,6.76,40,40,0.0,0,0,0,0,80,280,80,1,1,ASSGFCA,LL044,FAI ASEAN HOUSE (FAIASEAN)  
FLS,> 14 Days,87,SINGAPORE,SIMLITE PRIVATE LIMITED          ,SS131700,FLS,OSM,4062172288484,4062172288484,3,PO/SL/1072/22,201.864957,201.864957,10/11/2022 0:00,3/23/2023 0:00,3/25/2024 0:00,6.76,40,40,0.0,0,0,0,0,80,280,80,1,1,ASSGFCA,LL044,FAI ASEAN HOUSE (FAIASEAN)  
FLS,> 14 Days,46,SINGAPORE,SIMLITE PRIVATE LIMITED          ,SS131700,FLS,OSM,4062172288484,4062172288484,3,PO/SL/1072/22,201.864957,201.864957,10/11/2022 0:00,4/23/2023 0:00,4/23/2024 0:00,6.76,40,40,0.0,0,0,0,0,80,280,80,1,1,ASSGFCA,LL044,FAI ASEAN HOUSE (FAIASEAN)  
FLS,> 14 Days,26,SINGAPORE,SIMLITE PRIVATE LIMITED          ,SS131700,FLS,OSM,4062172288484,4062172288484,3,PO/SL/1072/22,201.864957,201.864957,10/11/2022 0:00,5/23/2023 0:00,5/23/2024 0:00,6.76,40,40,0.0,0,0,0,0,80,280,80,1,1,ASSGFCA,LL044,FAI ASEAN HOUSE (FAIASEAN)  
Discrete,<= 14 Days,4,SINGAPORE,GES (SINGAPORE) PTE LTD          ,GS074400,Discrete,SIX,S1TRN-00030#1-R,SUM110P06-08L-E3,1,4590623363,1147.32,1147.32,3/6/2022 0:00,6/1/2023 0:00,1/1/2049 0:00,1.43415,800,800,0.0,0,0,0,0,84000,61600,800,800,800,AMGMFCA45,LL026,"TEO, HAZEL (A-01)           "
Analog,<= 14 Days,0,PENANG,NATIONGATE SYSTEM SDN. BHD.      ,NS037500,Analog,MCP,N240791131,MCP6282T-E/MS,1,PO690685,6075,3645,3/21/2023 0:00,3/21/2023 0:00,4/21/2023 0:00,0.486,12500,7500,5000.0,0,0,0,0,107500,115000,2500,2500,2500,ASSAFCA5,MM074,"HWA, KYLE (A-50)            "
Analog,> 14 Days,39,SINGAPORE,PCI PRIVATE LIMITED              ,PS955326,Analog,MCP,ABI010000,MCP41010T-I/SN,1,4510300448,3264.03,3264.03,6/30/2022 0:00,6/15/2023 0:00,1/1/2049 0:00,0.9891,3300,3300,0.0,0,0,0,0,0,3300,3300,3300,3300,AMIDFCA97,KK130,"LU, ADELINE (A-01)          "
Memory,> 14 Days,47,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044400,Memory,IFA,C02-A054B591-R,S29AL008J70BFI020,1,4600939382,2920.32,2920.32,2/16/2021 0:00,3/22/2023 0:00,1/1/2047 0:00,0.864,3380,3380,0.0,0,0,0,0,6760,13520,3380,3380,3380,AMGEFOB24,MM120,"TEO, HAZEL (A-01)           "
Memory,> 14 Days,84,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044400,Memory,IFA,C02-A054B591-R,S29AL008J70BFI020,1,4600939382,2920.32,2920.32,2/16/2021 0:00,6/15/2023 0:00,1/1/2047 0:00,0.864,3380,3380,0.0,0,0,0,0,6760,13520,3380,3380,3380,AMGEFOB24,MM120,"TEO, HAZEL (A-01)           "
High End,> 14 Days,35,BANGKOK,"BLUECHIPS MICROHOUSE CO., LTD    ",BS351600,High End,MCP,46853,KSZ8081MNXIA-TR,2,45110893,0,4518,10/5/2022 0:00,5/12/2023 0:00,7/22/2024 0:00,0.753,0,6000,0.0,0,0,0,0,43000,60000,1000,1000,1000,ASSAFCA3,MM156,"INCHAN, CHUTHAMAS (A-77)    "
E-Mech,<= 14 Days,3,MANILA,"SIIX EMS PHILIPPINES, INC.       ",SS177200,E-Mech,LF7,ICSP036637,CPC3703CTR,1,421013036,0,1135.6,7/11/2022 0:00,1/5/2023 0:00,1/1/2049 0:00,0.2839,0,4000,0.0,0,0,0,0,87000,102000,5000,1000,1000,DEWWDAP,LL026,"PURIFICACION, KAREN (A-80)  "
E-Mech,<= 14 Days,3,MANILA,"SIIX EMS PHILIPPINES, INC.       ",SS177200,E-Mech,LF7,ICSP036637,CPC3703CTR,1,421013038,0,283.9,7/11/2022 0:00,1/20/2023 0:00,1/1/2049 0:00,0.2839,0,1000,0.0,0,0,0,0,87000,102000,5000,1000,1000,DEWWDAP,LL026,"PURIFICACION, KAREN (A-80)  "
E-Mech,<= 14 Days,3,MANILA,"SIIX EMS PHILIPPINES, INC.       ",SS177200,E-Mech,LF7,ICSP036637,CPC3703CTR,1,421013042,0,851.7,7/11/2022 0:00,2/20/2023 0:00,1/1/2049 0:00,0.2839,0,3000,0.0,0,0,0,0,87000,102000,5000,1000,1000,DEWWDAP,LL026,"PURIFICACION, KAREN (A-80)  "
E-Mech,<= 14 Days,3,MANILA,"SIIX EMS PHILIPPINES, INC.       ",SS177200,E-Mech,LF7,ICSP036637,CPC3703CTR,1,421013045,0,851.7,7/11/2022 0:00,2/5/2023 0:00,1/1/2049 0:00,0.2839,0,3000,0.0,0,0,0,0,87000,102000,5000,1000,1000,DEWWDAP,LL026,"PURIFICACION, KAREN (A-80)  "
E-Mech,<= 14 Days,3,MANILA,"SIIX EMS PHILIPPINES, INC.       ",SS177200,E-Mech,LF7,ICSP036637,CPC3703CTR,1,421013053,0,567.8,7/11/2022 0:00,3/5/2023 0:00,1/1/2049 0:00,0.2839,0,2000,0.0,0,0,0,0,87000,102000,5000,1000,1000,DEWWDAP,LL026,"PURIFICACION, KAREN (A-80)  "
E-Mech,<= 14 Days,3,MANILA,"SIIX EMS PHILIPPINES, INC.       ",SS177200,E-Mech,LF7,ICSP036637,CPC3703CTR,1,421011734,0,567.8,4/8/2022 0:00,4/21/2023 0:00,1/1/2049 0:00,0.2839,0,2000,0.0,0,0,0,0,87000,102000,5000,1000,1000,DEWWDAP,LL026,"PURIFICACION, KAREN (A-80)  "
Discrete,> 14 Days,40,BANGKOK,FORTH EMS PUBLIC COMPANY LIMITED ,FS024100,Discrete,FSC,10104-0060-00905,H11L1SM,1,2600027492,0,291.6,7/13/2022 0:00,5/1/2023 0:00,1/1/2049 0:00,0.2916,0,1000,0.0,0,0,0,0,2000,2050,2000,50,1000,DEWWDAP3,LL029,"ANANWORANAKORN, WARANTHORN ("
Discrete,> 14 Days,20,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044400,Discrete,EVL,M01-46101414-R,19-217/R6C-P1Q2/6T,1,4601056156,102,102,11/29/2021 0:00,5/29/2023 0:00,1/1/2047 0:00,0.017,6000,6000,0.0,0,0,0,12000,0,24000,18000,6000,6000,AMGEFOB24,LL009,"TEO, HAZEL (A-01)           "
Discrete,> 14 Days,41,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044400,Discrete,EVL,P4LEDR0031-059-R,19-217/R6C-P1Q2/6T,1,4601095551,204,204,3/21/2022 0:00,6/8/2023 0:00,1/1/2049 0:00,0.017,12000,12000,0.0,0,0,0,12000,0,24000,18000,6000,6000,AMGEFOB24,LL009,"TEO, HAZEL (A-01)           "
Passive,<= 14 Days,0,SINGAPORE,V.S. ELECTRONICS SDN. BHD        ,VS957809,Passive,YAG,447610-01-02-F,RC0201FR-079K53L,1,100337.,14,14,4/14/2023 0:00,6/16/2023 0:00,4/18/2024 0:00,0.00035,40000,40000,0.0,0,0,0,0,530000,570000,10000,10000,10000,TGMYDAP,KK143,"YAP, TERENCE (A-01)         "
Passive,<= 14 Days,4,SINGAPORE,PNE APPLIANCE CONTROLS PTE LTD   ,PS550000,Passive,STK,40-F0603FT57K6N-B,RMCF0603FT57K6,2,F08167,18.7,18.7,4/4/2023 0:00,6/7/2023 0:00,6/7/2024 0:00,0.00187,10000,10000,0.0,0,0,0,0,0,10000,5000,5000,5000,ASSGFCA,KK143,"NG, BRYAN (A-01)            "
Passive,<= 14 Days,0,PENANG,AMC CINCARIA SDN. BHD.           ,AS093301,Passive,BCC,2400-0206,HVR2500001004JR500,3,6A06918,423,423,6/15/2023 0:00,6/16/2023 0:00,6/15/2024 0:00,0.0423,10000,10000,0.0,0,0,0,110000,0,85000,5000,5000,5000,DEWWDAP,KK144,FAI ASEAN HOUSE (FAIASEAN)  
Interconnect,<= 14 Days,6,SINGAPORE,OSI ELECTRONICS PTE LTD          ,OS956900,Interconnect,ARM,6083367,AXT610124,1,PO00341584.,1335,1335,4/5/2023 0:00,5/19/2023 0:00,1/1/2049 0:00,0.445,3000,3000,0.0,0,0,0,0,3000,6000,3000,3000,3000,ASIDFCA9,KK151,"NG, BRYAN (A-01)            "
FLS,> 14 Days,174,SINGAPORE,SIMLITE PRIVATE LIMITED          ,SS131700,FLS,OSM,4062172315210,4062172315210,3,PO/SL/1051/22,4286.644164,4286.644164,7/18/2022 0:00,12/20/2022 0:00,7/19/2023 0:00,9.9,580,580,0.0,0,0,0,0,0,580,150,150,150,ASSGFCA,KK561,FAI ASEAN HOUSE (FAIASEAN)  
Passive,> 14 Days,66,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,BCC,140100984,CRCW201020R0JNEF,1,4100011114.," 4,200.00 "," 4,200.00 ",4/12/2023 0:00,4/13/2023 0:00,4/11/2024 0:00,0.025,168000,168000,0.0,0,0,0,0,0,168000,4000,4000,4000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,40,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,BCC,140101721,RCS1206470RFKEA,1,4100011913, 385.00 , 385.00 ,3/30/2023 0:00,4/1/2023 0:00,3/30/2024 0:00,0.0154,25000,25000,0.0,0,0,0,0,100000,215000,5000,5000,5000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,63,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,BCC,140101721,RCS1206470RFKEA,1,4100011913..., 231.00 , 231.00 ,4/13/2023 0:00,4/14/2023 0:00,4/11/2024 0:00,0.0154,15000,15000,0.0,0,0,0,0,100000,215000,5000,5000,5000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,63,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,BCC,140101721,RCS1206470RFKEA,1,4100011913..., 154.00 , 154.00 ,4/13/2023 0:00,4/14/2023 0:00,4/11/2024 0:00,0.0154,10000,10000,0.0,0,0,0,0,100000,215000,5000,5000,5000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,63,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,BCC,140101721,RCS1206470RFKEA,1,4100011913..., 231.00 , 231.00 ,4/13/2023 0:00,4/14/2023 0:00,4/11/2024 0:00,0.0154,15000,15000,0.0,0,0,0,0,100000,215000,5000,5000,5000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,40,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,BCC,140101721,RCS1206470RFKEA,1,3100002705, 154.00 , 154.00 ,8/8/2022 0:00,12/1/2022 0:00,8/12/2023 0:00,0.0154,10000,10000,0.0,0,0,0,0,100000,215000,5000,5000,5000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,40,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,BCC,140101721,RCS1206470RFKEA,1,3100002705, 77.00 , 77.00 ,8/8/2022 0:00,1/1/2023 0:00,8/12/2023 0:00,0.0154,5000,5000,0.0,0,0,0,0,100000,215000,5000,5000,5000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,40,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,BCC,140101721,RCS1206470RFKEA,1,3100002705, 154.00 , 154.00 ,8/8/2022 0:00,2/1/2023 0:00,8/12/2023 0:00,0.0154,10000,10000,0.0,0,0,0,0,100000,215000,5000,5000,5000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,40,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,BCC,140101721,RCS1206470RFKEA,1,3100002705, 154.00 , 154.00 ,8/8/2022 0:00,3/1/2023 0:00,8/12/2023 0:00,0.0154,10000,10000,0.0,0,0,0,0,100000,215000,5000,5000,5000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,40,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,BCC,140101721,RCS1206470RFKEA,1,3100002705, 154.00 , 154.00 ,8/8/2022 0:00,4/1/2023 0:00,8/12/2023 0:00,0.0154,10000,10000,0.0,0,0,0,0,100000,215000,5000,5000,5000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,63,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,BCC,140101721,RCS1206470RFKEA,1,4100011913..., 154.00 , 77.00 ,4/13/2023 0:00,4/14/2023 0:00,4/11/2024 0:00,0.0154,10000,5000,5000.0,0,0,0,0,100000,215000,5000,5000,5000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Analog,> 14 Days,40,SINGAPORE,ASMPT SINGAPORE PTE. LTD.        ,AS759003,Analog,STG,54-00326-S,VIPER27HDTR,1,A712215748,1437.5,1437.5,7/29/2022 0:00,5/22/2023 0:00,8/1/2023 0:00,0.575,2500,2500,0.0,0,0,0,0,7500,12500,2500,2500,2500,MRWWCPT35,MM335,"CHIN, JUNGSENG (A-01)       "
Analog,> 14 Days,40,SINGAPORE,ASMPT SINGAPORE PTE. LTD.        ,AS759003,Analog,STG,54-00326-S,VIPER27HDTR,1,A712215748,1437.5,1437.5,7/29/2022 0:00,5/22/2023 0:00,8/1/2023 0:00,0.575,2500,2500,0.0,0,0,0,0,7500,12500,2500,2500,2500,MRWWCPT35,MM335,"CHIN, JUNGSENG (A-01)       "
Discrete,<= 14 Days,3,VIETNAM,KATOLEC VIETNAM CORPORATION      ,KS030000,Discrete,STG,SM6T27AY,SM6T27AY,2,VLS0002381, -   , 858.75 ,1/10/2023 0:00,6/15/2023 0:00,1/11/2024 0:00,0.1145,0,7500,0.0,0,0,0,0,67500,90000,2500,2500,2500,ASSAFCA,LL017,"HA, JIM (A-2R)              "
High End,<= 14 Days,14,VIETNAM,KEY TRONIC VIET NAM COMPANY      ,KS047203,High End,STG,552-0284-00,STM32F405VGT7,2,12176," 3,868.83 "," 7,737.66 ",9/8/2022 0:00,5/26/2023 0:00,1/1/2049 0:00,7.1645,0,1080,0.0,0,0,0,0,8640,8640,540,540,540,DEWWCPT,MM096,"VO, DUCHIEU (A-2R)          "
Discrete,<= 14 Days,7,SINGAPORE,ASMPT SINGAPORE PTE. LTD.        ,AS759003,Discrete,STG,53-00375,STP20NM60,1,A712216946,1225,1225,8/24/2022 0:00,6/9/2023 0:00,1/1/2049 0:00,1.225,1000,1000,0.0,0,0,0,0,37000,45000,500,50,50,MRWWCPT35,LL024,"CHIN, JUNGSENG (A-01)       "
Discrete,<= 14 Days,14,SINGAPORE,ASMPT SINGAPORE PTE. LTD.        ,AS759003,Discrete,STG,53-00375,STP20NM60,1,A762300427,612.5,612.5,1/15/2023 0:00,6/2/2023 0:00,1/1/2049 0:00,1.225,500,500,0.0,0,0,0,0,37000,45000,500,50,50,MRWWCPT35,LL024,"CHIN, JUNGSENG (A-01)       "
Discrete,> 14 Days,83,SINGAPORE,ASMPT SINGAPORE PTE. LTD.        ,AS759003,Discrete,STG,53-00375,STP20NM60,1,A762210481,918.75,918.75,9/21/2022 0:00,6/1/2023 0:00,1/1/2049 0:00,1.225,750,750,0.0,0,0,0,0,37000,45000,500,50,50,MRWWCPT35,LL024,"CHIN, JUNGSENG (A-01)       "
Discrete,> 14 Days,83,SINGAPORE,ASMPT SINGAPORE PTE. LTD.        ,AS759003,Discrete,STG,53-00375,STP20NM60,1,A762212338,612.5,612.5,11/30/2022 0:00,6/1/2023 0:00,1/1/2049 0:00,1.225,500,500,0.0,0,0,0,0,37000,45000,500,50,50,MRWWCPT35,LL024,"CHIN, JUNGSENG (A-01)       "
Discrete,> 14 Days,83,SINGAPORE,ASMPT SINGAPORE PTE. LTD.        ,AS759003,Discrete,STG,53-00375,STP20NM60,1,A762212338,612.5,612.5,11/30/2022 0:00,6/1/2023 0:00,1/1/2049 0:00,1.225,500,500,0.0,0,0,0,0,37000,45000,500,50,50,MRWWCPT35,LL024,"CHIN, JUNGSENG (A-01)       "
Discrete,> 14 Days,171,VIETNAM,SPARTRONICS VIETNAM INC.         ,SS971702,Discrete,STG,EF-2819-240,STD15NF10T4,1,41029597," 2,079.00 "," 2,079.00 ",12/17/2021 0:00,9/28/2022 0:00,1/1/2047 0:00,0.4158,5000,5000,0.0,0,0,0,0,0,5000,2500,2500,2500,ASSAFCA,LL026,"VO, DUCHIEU (A-2R)          "
High End,> 14 Days,105,VIETNAM,FRIWO VIETNAM COMPANY LIMITED    ,FS014400,High End,STG,1851810,STM32F030C8T6TR,1,V312393, -   ," 7,066.56 ",5/24/2022 0:00,5/5/2023 0:00,1/1/2049 0:00,0.7361,0,9600,0.0,0,0,0,0,0,33600,2400,2400,2400,FEWWEXW,MM096,"LE, HENRY (A-2R)            "
Discrete,> 14 Days,18,PENANG,IRIICHI (MALAYSIA) SDN. BHD.     ,IS258300,Discrete,STG,2403577350000,STTH30R04G-TR,1,CH21-01580,0,1109.23,6/14/2021 0:00,3/8/2023 0:00,2/20/2024 0:00,1.10923,0,1000,0.0,0,0,0,0,64000,67000,1000,1000,1000,AMMYFCA,LL017,"NG, JESS (A-50)             "
Discrete,<= 14 Days,6,PENANG,IRIICHI (MALAYSIA) SDN. BHD.     ,IS258300,Discrete,STG,2403577350000,STTH30R04G-TR,1,CH21-01580,3327.69,2218.46,6/14/2021 0:00,3/8/2023 0:00,2/20/2024 0:00,1.10923,0,2000,0.0,0,0,0,0,64000,67000,1000,1000,1000,AMMYFCA,LL017,"NG, JESS (A-50)             "
Analog,<= 14 Days,0,PENANG,SENZO SDN BHD                    ,NS473602,Analog,STG,SPBTLE-RF,SPBTLE-RFTR,3,SZ/PO/211039,3830,3830,10/26/2021 0:00,9/30/2022 0:00,1/1/2049 0:00,3.83,1000,1000,0.0,0,0,0,0,0,2000,1000,1000,1000,FEWWEXW,FCC36,FAI ASEAN HOUSE (FAIASEAN)  
Analog,<= 14 Days,0,PENANG,SENZO SDN BHD                    ,NS473602,Analog,STG,SPBTLE-RFTR,SPBTLE-RFTR,3,SZ/PO/211036,3830,3830,10/13/2021 0:00,9/30/2022 0:00,1/1/2049 0:00,3.83,1000,1000,0.0,0,0,0,0,0,2000,1000,1000,1000,FEWWEXW,FCC36,FAI ASEAN HOUSE (FAIASEAN)  
Analog,> 14 Days,54,MANILA,"SIIX EMS PHILIPPINES, INC.       ",SS177201,Analog,STG,ICSP050045,STLQ50C50R,1,421007888.,0,5038.8,9/23/2021 0:00,8/1/2022 0:00,1/1/2047 0:00,0.0988,0,51000,0.0,0,0,0,0,1497000,1425000,6000,3000,3000,ASSAFCA,MM125,"PURIFICACION, KAREN (A-80)  "
Analog,<= 14 Days,6,MANILA,"SIIX EMS PHILIPPINES, INC.       ",SS177201,Analog,STG,ICSP050045,STLQ50C50R,1,421007892.,8299.2,2371.2,9/23/2021 0:00,9/1/2022 0:00,1/1/2047 0:00,0.0988,0,24000,0.0,0,0,0,0,1497000,1425000,6000,3000,3000,ASSAFCA,MM125,"PURIFICACION, KAREN (A-80)  "
Analog,<= 14 Days,6,MANILA,"SIIX EMS PHILIPPINES, INC.       ",SS177201,Analog,STG,ICSP050045,STLQ50C50R,1,421007896.,7113.6,4149.6,9/23/2021 0:00,10/1/2022 0:00,1/1/2047 0:00,0.0988,0,42000,0.0,0,0,0,0,1497000,1425000,6000,3000,3000,ASSAFCA,MM125,"PURIFICACION, KAREN (A-80)  "
Analog,> 14 Days,54,MANILA,"SIIX EMS PHILIPPINES, INC.       ",SS177201,Analog,STG,ICSP050045,STLQ50C50R,1,421013042,2371.2,1185.6,7/19/2022 0:00,2/20/2023 0:00,7/18/2023 0:00,0.0988,0,12000,0.0,0,0,0,0,1497000,1425000,6000,3000,3000,ASSAFCA,MM125,"PURIFICACION, KAREN (A-80)  "
Analog,> 14 Days,229,MANILA,"SIIX EMS PHILIPPINES, INC.       ",SS177201,Analog,STG,ICSP050045,STLQ50C50R,1,421007897.,0,296.4,9/23/2021 0:00,11/1/2022 0:00,1/1/2047 0:00,0.0988,0,3000,0.0,0,0,0,0,1497000,1425000,6000,3000,3000,ASSAFCA,MM125,"PURIFICACION, KAREN (A-80)  "
Analog,<= 14 Days,6,MANILA,"SIIX EMS PHILIPPINES, INC.       ",SS177201,Analog,STG,ICSP050045,STLQ50C50R,1,421007902.,13338,296.4,9/23/2021 0:00,12/1/2022 0:00,1/1/2047 0:00,0.0988,0,3000,0.0,0,0,0,0,1497000,1425000,6000,3000,3000,ASSAFCA,MM125,"PURIFICACION, KAREN (A-80)  "
Analog,<= 14 Days,6,MANILA,"SIIX EMS PHILIPPINES, INC.       ",SS177201,Analog,STG,ICSP050045,STLQ50C50R,1,421013036,0,6817.2,7/19/2022 0:00,1/5/2023 0:00,7/18/2023 0:00,0.0988,0,69000,0.0,0,0,0,0,1497000,1425000,6000,3000,3000,ASSAFCA,MM125,"PURIFICACION, KAREN (A-80)  "
Analog,> 14 Days,54,MANILA,"SIIX EMS PHILIPPINES, INC.       ",SS177201,Analog,STG,ICSP050045,STLQ50C50R,1,421013042,0,2371.2,7/19/2022 0:00,2/20/2023 0:00,7/18/2023 0:00,0.0988,0,24000,0.0,0,0,0,0,1497000,1425000,6000,3000,3000,ASSAFCA,MM125,"PURIFICACION, KAREN (A-80)  "
Analog,<= 14 Days,6,MANILA,"SIIX EMS PHILIPPINES, INC.       ",SS177201,Analog,STG,ICSP050045,STLQ50C50R,1,421013064,5631.6,889.2,7/19/2022 0:00,4/20/2023 0:00,7/18/2023 0:00,0.0988,0,9000,0.0,0,0,0,0,1497000,1425000,6000,3000,3000,ASSAFCA,MM125,"PURIFICACION, KAREN (A-80)  "
Analog,<= 14 Days,6,MANILA,"SIIX EMS PHILIPPINES, INC.       ",SS177201,Analog,STG,ICSP050045,STLQ50C50R,1,421007896.,3853.2,3260.4,9/23/2021 0:00,10/1/2022 0:00,1/1/2047 0:00,0.0988,0,33000,0.0,0,0,0,0,1497000,1425000,6000,3000,3000,ASSAFCA,MM125,"PURIFICACION, KAREN (A-80)  "
