COMPANY,BILLTO,MRPVSCONT,NUM_FPN,NUM_CPN,CPN,MFR,MFR_PART,FPN,PRIORITY,CLASS,EAU,BOND_QTY,BOND_DELTA,BOND_ALLOC,ATS_BOL,ATS_MTL,ATS_ASIA,ATS_EUR,DELTA,WKS_SUPPLY,CUTOFFDATE,TREND,VOLAT_PERC,ACCUR_PERC,TOTAL_CBO,TOT_ALLOC,PROV_ALLOC,NA_PBO,EUR_PBO,ASIA_PBO,USE_1_12,USE_13_24,USE_13_16,USE_9_12,USE_5_8,USE_1_4,PASTDUE,WEEK1,WEEK2,WEEK3,WEEK4,WEEK5,WEEK6,MRP_1_4,MRP_5_8,MRP_9_12,MRP_13_16,MRP_17_20,MRP_21_24,MRP_25_28,MRP_OVER28,MRP_1_12,GROSS_NET,QOH,FCQOH,INTRANSIT,FRESALE,UOM,CRESALE,RESCHK,PRODUCTYPE,FMPQ,CMPQ,MPQCHK,CPNDESC,BIN_LOC,CONTR_NUM,CONTR_LINE,CONTR_STRT,CONTR_END,EXTRA1,EXTRA2,EXTRA3,LOI_NUM,CUST_PO,CUSTPOLINE,IS_LF,IS_ROHS,A_LF_PB,A_ROHS,END_CUST,PROG_PART,WEEK13,MRPPD_13,NET_90DAY,RUN_DATE,PAPER_WORK,NETGRECEIV,QOHDEDUCT,CBODEDUCT,FCQOHDEDUC,CUST_NET90,ACTIONET90,CBOBONDALC,CODE,NOTES,USERNAME,MODDATE,MANUALOC,LEADTIME,CUSTMPN
FUTA,JS005B,MC,2,1,72586-12,DIO,BZT52C12-7-F,BZT52C12TR,001,4X,33000,0,0,0,72000,0,84000,564000,84155,30 Weeks+,8/1/2022,41.21%,No previous data found,No previous data found,0,0,0,30000,624000,1590000,33000,18000,15000,12000,21000,0,2,6581,6600,6600,0,0,0,19781,0,0,0,0,0,0,8800,19781,Gross MRP data - QOH provided,19938,0,0,0.009900,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,264,10/5/2020,1/1/2030,19783,19783,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853031195,000001,Y,Y,N,N,,,0,19783,0,1/1/2022,,Gross MRP Received,N,N,N,0,0,0,,,,,N,CALL,BZT52C12-7-F
FUTA,JS005B,MC,1,1,79406-LF,STM,M24C01-WMN6TP,24LC01WSOITR,001,4G,80000,7500,7500,0,2500,0,0,0,-4234,0 Weeks,1/3/2022,4150000.00%,No previous data found,No previous data found,0,0,0,120000,0,655000,0,0,0,0,0,0,0,481,4894,3684,3246,1227,1512,12305,8170,12538,8487,6688,9769,6707,2563,33013,Gross MRP data - QOH provided,28779,0,0,0.040000,E,0.000000,Empty Customer Price,Common Bond,2500,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,241,7/6/2020,1/1/2030,12305,13532,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853043752,000001,Y,Y,N,N,,,3430,36443,4234,1/1/2022,,Gross MRP Received,N,N,N,4234,4234,0,,,,,N,CALL,M24C01-WMN6TP
FUTA,JS005B,MC,2,1,CA763-00003-LC,DIO,ZXTN5551ZTA,ZXTN5551ZTR,001,04,1000,5000,4000,1000,0,0,0,0,3988,-1 Weeks,12/27/2021,289.94%,No previous data found,No previous data found,0,0,0,0,0,52000,7000,8000,1000,7000,0,0,10418,289,599,1069,2563,1291,2207,4520,7142,7109,4424,4389,5304,4343,41755,18771,Gross MRP data - QOH provided,32177,0,0,0.058000,E,0.000000,Empty Customer Price,L,1000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,1853036683,193,10/29/2019,1/1/2030,14938,16229,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853036683,000001,Y,Y,N,N,,,1659,30848,0,1/1/2022,,Gross MRP Received,N,N,N,0,0,1000,,,,,N,34,ZXTN5551ZTA
FUTA,JS005B,MC,2,1,CA764-00057-LC,DIO,ZXTN5551ZTA,ZXTN5551ZTR,001,04,1000,2000,1000,1000,0,0,0,0,-1271,-1 Weeks,12/27/2021,303000.00%,No previous data found,No previous data found,0,0,0,0,0,52000,0,1000,0,0,0,0,1700,44,163,220,0,0,329,427,644,1352,607,504,598,592,4623,2423,Gross MRP data - QOH provided,1852,0,0,0.058000,E,0.000000,Empty Customer Price,L,1000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,1853036684,194,10/29/2019,1/1/2030,2127,2127,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853036684,000001,Y,Y,N,N,,,105,4228,2271,1/1/2022,,Gross MRP Received,N,N,N,2271,2271,1000,,,,,N,34,ZXTN5551ZTA
FUTA,JS005B,MC,1,1,CA770-00010-LC,DIO,S1GB-13-F,S1GBTR,001,4V,3000,3000,0,3000,36000,0,564000,3000,565335,30 Weeks+,8/1/2022,300.72%,No previous data found,No previous data found,0,0,0,930000,24000,57000,6000,0,0,0,6000,0,8528,339,693,529,1070,1144,1639,2631,5798,5179,4435,3848,4517,3729,33483,13608,Gross MRP data - QOH provided,20471,0,0,0.022300,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,1853036685,195,10/29/2019,1/1/2030,11159,12303,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853036685,000001,Y,Y,N,N,,,1288,23424,1665,1/1/2022,,Gross MRP Received,N,N,N,1665,1665,3000,,,,,N,50,S1GB-13-F
FUTA,JS005B,MC,1,1,CA770-00044-LC,DIO,BAT54T-7-F,BAT54TTR,001,04,3000,18000,18000,0,0,0,0,0,-20155,-1 Weeks,12/27/2021,1053.57%,No previous data found,No previous data found,0,0,0,69000,0,360000,0,6000,3000,0,0,0,17611,796,2360,1606,1964,1044,2865,6726,7516,10594,6771,6624,5922,5752,57502,24836,Gross MRP data - QOH provided,22292,0,0,0.039600,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,1853036686,196,10/29/2019,1/1/2030,24337,25381,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853036686,000001,Y,Y,N,N,,,1832,44279,20155,1/1/2022,,Gross MRP Received,N,N,N,20155,20155,0,,,,,N,44,BAT54T-7-F
FUTA,JS005B,MC,1,1,CA770-00113-LC,DIO,QSBT40-7-F,QSBT40TR,001,4X,3000,3000,0,3000,0,0,0,0,2835,30 Weeks+,8/1/2022,57.40%,No previous data found,No previous data found,0,0,0,510000,282000,492000,0,3000,3000,0,0,0,0,0,0,0,0,0,1722,0,1722,0,0,0,0,0,0,1722,Gross MRP data - QOH provided,1557,0,0,0.094400,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,1853036687,197,10/29/2019,1/1/2030,0,0,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853036687,000001,Y,Y,N,N,,,0,1722,165,1/1/2022,,Gross MRP Received,N,N,N,165,165,3000,,,,,N,52,QSBT40-7-F
FUTA,JS005B,MC,1,1,CA780-00372-LC,DIO,LMV331SE-7,LMX331AXK+T,001,6I,3000,6000,0,6000,12000,0,150000,0,148502,30 Weeks+,8/1/2022,2893900.00%,No previous data found,No previous data found,0,0,0,18000,12000,942000,0,3000,0,0,0,0,15759,394,862,2706,3849,0,3158,7811,7695,9749,3684,5274,6915,4756,47230,25255,Gross MRP data - QOH provided,33516,0,0,0.052600,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,1853036688,198,10/29/2019,1/1/2030,23570,23570,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853036688,000001,Y,Y,N,N,,,1493,42507,7498,1/1/2022,,Gross MRP Received,N,N,N,7498,7498,6000,,,,,N,CALL,LMV331SE-7
FUTA,JS005B,MC,2,1,DD213-0013,DIO,BSS138-7-F,BSS138LT1,001,04,3000000,639000,639000,0,0,0,0,0,-881051,-1 Weeks,12/27/2021,214851200.00,No previous data found,No previous data found,0,0,0,8196000,50244000,52002000,0,390000,0,0,0,0,240000,180740,197178,141416,216531,0,50000,735865,269435,566150,577062,519900,633200,475000,3969000,1571450,Gross MRP data - QOH provided,930399,0,0,0.011400,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,1853023072,095,8/11/2016,1/1/2030,975865,975865,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853035893,000001,Y,Y,N,N,,,131400,1942850,881051,1/1/2022,,Gross MRP Received,N,N,N,881051,881051,0,,,,,Y,CALL,BSS138-7-F
FUTA,JS005B,MC,1,1,DD213-0050,DIO,DMG2305UX-13,DMG2305UXTR,001,4Y,1400000,0,0,0,0,0,0,0,571709,-1 Weeks,12/27/2021,1422.08%,No previous data found,No previous data found,0,0,0,4600000,12440000,10990000,0,240000,150000,0,0,0,120000,170249,197178,141416,216531,0,50000,725374,269435,566150,572156,513500,633200,453000,3317000,1560959,Gross MRP data - QOH provided,2102668,150000,0,0.022400,E,0.000000,Empty Customer Price,Common Bond,10000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,275,12/14/2020,1/1/2030,845374,845374,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853047273,000001,Y,Y,N,N,,,131400,1812359,0,1/1/2022,,Gross MRP Received,N,N,N,0,0,0,,,,,Y,CALL,DMG2305UX-13
FUTA,JS005B,MC,1,1,ECMP000222,DIO,AP3211KTR-G1,AP3211KTR-G1,001,09,1164000,306000,306000,0,0,0,36000,0,-171743,2 Weeks,1/17/2022,42313700.00%,No previous data found,No previous data found,0,0,0,99000,1248000,3591000,0,0,0,0,0,0,0,2992,0,37979,0,0,33240,40971,102744,124146,155276,143472,147140,136136,770379,267861,Gross MRP data - QOH provided,60118,0,0,0.062300,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,150,4/16/2018,1/1/2030,40971,40971,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853031632,000001,Y,Y,N,N,,,58676,326537,207743,1/1/2022,,Gross MRP Received,N,N,N,207743,207743,0,,,,,Y,CALL,AP3211KTR-G1
FUTA,JS005B,MC,1,1,ECMP000463,MCP,24AA02T-I/OT,24AA02WOTITR/JBL,001,4G,60000,36000,0,36000,0,0,171000,0,243374,30 Weeks+,8/1/2022,3256000.00%,No previous data found,No previous data found,0,0,0,0,0,0,0,0,0,0,0,0,0,2992,0,0,0,0,3000,2992,9000,6000,14568,11424,11424,11424,27924,17992,Gross MRP data - QOH provided,54366,0,0,0.116000,E,0.000000,Empty Customer Price,NCNR,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,280,2/26/2021,1/1/2030,2992,2992,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853031216,000001,Y,Y,N,N,,,6000,23992,0,1/1/2022,,Gross MRP Received,N,N,N,0,0,36000,,,,,N,52,24AA02T-I/OT
FUTA,JS005B,MC,1,1,ECMP000504,ABR,AB26TRQ-32.768KHZ-T,32.768KHZ-AB26TRQ-9K,001,68,1053000,0,0,0,0,0,0,0,87799,-1 Weeks,12/27/2021,39195500.00%,No previous data found,No previous data found,0,0,0,0,0,756000,0,189000,0,0,0,0,63000,0,15991,44000,20000,0,42400,79991,106400,84000,121564,143650,149280,70329,277022,270391,Gross MRP data - QOH provided,421190,0,0,0.325000,E,0.000000,Empty Customer Price,Common Bond,9000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,190,10/10/2019,1/1/2030,142991,142991,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853032154,000001,Y,Y,N,N,,,55552,388943,0,1/1/2022,,Gross MRP Received,N,N,N,0,0,0,,,,,N,32,AB26TRQ-32.768KHZ-T
FUTA,JS005B,MC,1,1,G8370309-002-LF,DIO,AZ1117CH-3.3TRG1,AZ1117CH-3.3TRG1,001,09,4000,12000,12000,0,0,0,0,0,-16097,-1 Weeks,12/27/2021,281.15%,No previous data found,No previous data found,0,0,0,96000,672000,1028000,0,24000,24000,0,0,0,2505,1139,5765,10809,9665,1438,2605,27378,9549,17001,13549,5552,7353,8057,76140,53928,Gross MRP data - QOH provided,40336,0,0,0.041000,E,0.000000,Empty Customer Price,Common Bond,4000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,261,8/17/2020,1/1/2030,39432,39432,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853045219,000001,Y,Y,N,N,,,4613,61046,16097,1/1/2022,,Gross MRP Received,N,N,N,16097,16097,0,,,,,N,24,AZ1117CH-3.3TRG1
FUTA,JS005B,MC,3,1,G8375220-001-LF,DIO,B240A-13-F,B240ATR,001,4V,25000,0,0,0,0,0,0,0,83291,-1 Weeks,12/27/2021,417.42%,No previous data found,No previous data found,0,0,0,1240000,6615000,2580000,20000,0,0,0,20000,0,2915,3238,8241,14076,12923,2439,2857,38478,12040,18363,14602,5810,7471,8350,81827,68881,Gross MRP data - QOH provided,155087,0,0,0.025200,E,0.000000,Empty Customer Price,Common Bond,5000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,284,6/2/2021,1/1/2030,53433,53433,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853050412,000001,Y,Y,N,N,,,4989,76785,0,1/1/2022,,Gross MRP Received,N,N,N,0,0,0,,,,,N,CALL,B240A-13-F
FUTA,JS005B,MC,1,1,G8375220-402-LF,DIO,B340A-13-F,MBRA340TR,001,4V,65000,35000,25000,10000,0,0,2515000,0,2497040,30 Weeks+,8/1/2022,551.60%,No previous data found,No previous data found,0,0,0,3350000,14250000,8920000,0,50000,40000,0,0,0,2181,1963,84264,8950,12919,4449,2398,108096,13698,55932,42913,22498,33932,72367,307549,177726,Gross MRP data - QOH provided,151947,0,0,0.031500,E,0.000000,Empty Customer Price,Common Bond,5000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,215,1/6/2020,1/1/2030,123975,123975,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853037739,000001,Y,Y,N,N,,,16190,196097,27960,1/1/2022,,Gross MRP Received,N,N,N,27960,27960,10000,,,,,Y,CALL,B340A-13-F
FUTA,JS005B,MC,1,1,G8375280-001-LF,DIO,B0520WS-7-F,B0520WSTR,001,4V,87000,36000,0,36000,0,0,270000,0,275089,26 Weeks,7/4/2022,233.86%,No previous data found,No previous data found,0,0,0,24000,45000,600000,30000,60000,60000,0,30000,0,1351,1000,93402,6923,10423,4174,942,111748,6591,54007,38127,19416,28481,71074,351974,172346,Gross MRP data - QOH provided,142786,0,0,0.028800,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,216,1/6/2020,1/1/2030,119690,119690,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853037740,000001,Y,Y,N,N,,,14242,187939,30911,1/1/2022,,Gross MRP Received,N,N,N,30911,30911,36000,,,,,N,CALL,B0520WS-7-F
